'ACHInterMediate', 'UniqueID', None, 'NO', 'decimal', None, 19
'Auth_primary_old', 'RemainingMonthlySpendLimit', None, 'YES', 'money', None, 19
'Auth_primary_old', 'ClientId', None, 'YES', 'varchar', 50, None
'Auth_primary_old', 'OrgCoreAuthTranID', None, 'YES', 'decimal', None, 19
'Auth_primary_old', 'UniqueTransactionUUID', None, 'YES', 'varchar', 64, None
'Auth_primary_old', 'TokenUUID', None, 'YES', 'varchar', 64, None
'Auth_primary_old', 'RowChangedDate', '(getdate())', 'YES', 'datetime', None, None
'Auth_primary_old', 'RowCreatedDate', '(getdate())', 'YES', 'datetime', None, None
'auth_secondary', 'TranId', None, 'NO', 'decimal', None, 19
'auth_secondary', 'AccountID1', None, 'YES', 'varchar', 30, None
'auth_secondary', 'AccountId2', None, 'YES', 'varchar', 28, None
'auth_secondary', 'AdditionalDataNationalUse', None, 'YES', 'varchar', 999, None
'auth_secondary', 'AddlDataPrivUseFF', None, 'YES', 'varchar', 999, None
'auth_secondary', 'AdditionalResponseData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'AVResponse', None, 'YES', 'char', 1, None
'auth_secondary', 'AlgorithmID', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountNetSettlement', None, 'YES', 'money', None, 19
'auth_secondary', 'AppCryptogram', None, 'YES', 'char', 16, None
'auth_secondary', 'ApplicationInterchangeProfile', None, 'YES', 'char', 4, None
'auth_secondary', 'AppTransactionCounter', None, 'YES', 'char', 4, None
'auth_secondary', 'AuthorizingAgentInstitutionIDCode_Connex113_WH', None, 'YES', 'varchar', 999, None
'auth_secondary', 'BankName', None, 'YES', 'varchar', 22, None
'auth_secondary', 'CardholderBillingAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'CardSequenceNumber', None, 'YES', 'char', 3, None
'auth_secondary', 'CardVerificationResults', None, 'YES', 'varchar', 32, None
'auth_secondary', 'ConversionDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'ConvRateCardholderBilling', None, 'YES', 'float', None, 53
'auth_secondary', 'ConversionRateSettlement', None, 'YES', 'float', None, 53
'auth_secondary', 'Cryptogram', None, 'YES', 'varchar', 16, None
'auth_secondary', 'CurrCodeCardHolderBilling', None, 'YES', 'char', 3, None
'auth_secondary', 'DbtCdtAmtIndSetFee', None, 'YES', 'char', 1, None
'auth_secondary', 'SettleFeeAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'MerchantStProvCode', None, 'YES', 'char', 3, None
'auth_secondary', 'SponsorBankIDConnex122W', None, 'YES', 'varchar', 999, None
'auth_secondary', 'Duration', None, 'YES', 'char', 2, None
'auth_secondary', 'FileName', None, 'YES', 'varchar', 100, None
'auth_secondary', 'FileSecurityCode', None, 'YES', 'char', 2, None
'auth_secondary', 'FileUpdateCode', None, 'YES', 'char', 1, None
'auth_secondary', 'ForwardingInsitutionIDCode', None, 'YES', 'varchar', 11, None
'auth_secondary', 'IssuerAppData', None, 'YES', 'varchar', 64, None
'auth_secondary', 'IssuerAuthenticData', None, 'YES', 'varchar', 32, None
'auth_secondary', 'IssuerScriptTem1', None, 'YES', 'varchar', 255, None
'auth_secondary', 'IssuerScriptTem2', None, 'YES', 'varchar', 255, None
'auth_secondary', 'MessageSecurityCode', None, 'YES', 'char', 8, None
'auth_secondary', 'NetwrkMgmtInfoCode', None, 'YES', 'char', 3, None
'auth_secondary', 'OriginalAcquiringID', None, 'YES', 'varchar', 11, None
'auth_secondary', 'OriginalTransmissionDateTime', None, 'YES', 'datetime', None, None
'auth_secondary', 'OriginalSystemTraceAuditNum', None, 'YES', 'char', 6, None
'auth_secondary', 'PointOfServiceConditionCode', None, 'YES', 'char', 2, None
'auth_secondary', 'POSPINCaptureCode', None, 'YES', 'char', 2, None
'auth_secondary', 'POSCardCaptureCapabilities', None, 'YES', 'char', 1, None
'auth_secondary', 'POSCardDataTermInputCapInd', None, 'YES', 'char', 1, None
'auth_secondary', 'POSCardholderPresenceInd', None, 'YES', 'char', 1, None
'auth_secondary', 'POSCardPresenceIndicator', None, 'YES', 'char', 1, None
'auth_secondary', 'PINEntryCapability', None, 'YES', 'char', 1, None
'auth_secondary', 'POSReserved1', None, 'YES', 'char', 1, None
'auth_secondary', 'POSReserved2', None, 'YES', 'char', 1, None
'auth_secondary', 'POSTerminalAttendanceInd', None, 'YES', 'char', 1, None
'auth_secondary', 'POSTerminalLocationInd', None, 'YES', 'char', 1, None
'auth_secondary', 'POSTransactionSecurityInd', None, 'YES', 'char', 1, None
'auth_secondary', 'POSTransactionStatusInd', None, 'YES', 'char', 1, None
'auth_secondary', 'PrimaryAccNumberCntryCode', None, 'YES', 'char', 3, None
'auth_secondary', 'AdvReasonCode', None, 'YES', 'char', 4, None
'auth_secondary', 'ReceivingInstCountryCode', None, 'YES', 'char', 3, None
'auth_secondary', 'RecordData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'ReplaceAmtsCardHldBilling', None, 'YES', 'money', None, 19
'auth_secondary', 'ReplacementAmountsNotUsed1_WH', None, 'YES', 'money', None, 19
'auth_secondary', 'ReplacementAmtsSettlement', None, 'YES', 'money', None, 19
'auth_secondary', 'ReplacementAmtsTransac', None, 'YES', 'money', None, 19
'auth_secondary', 'SettlementAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'SettlementCurrencyCode', None, 'YES', 'char', 3, None
'auth_secondary', 'SettlementDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'SettlementFeeAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'SettlementInstitutionIDCode', None, 'YES', 'varchar', 11, None
'auth_secondary', 'TerminalCountryCode', None, 'YES', 'char', 4, None
'auth_secondary', 'TerminalType', None, 'YES', 'char', 3, None
'auth_secondary', 'TerminalVerificationResults', None, 'YES', 'varchar', 40, None
'auth_secondary', 'TransactionDescription', None, 'YES', 'varchar', 100, None
'auth_secondary', 'TransactionFeeAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'UnpredictableNumber', None, 'YES', 'char', 8, None
'auth_secondary', 'OriginalMessageType', None, 'YES', 'char', 4, None
'auth_secondary', 'OriginalForwardingID', None, 'YES', 'varchar', 11, None
'auth_secondary', 'POSPostalCode', None, 'YES', 'char', 10, None
'auth_secondary', 'POSAuthorizationLifeCycle', None, 'YES', 'char', 2, None
'auth_secondary', 'CardAcceptorBusinessCode', None, 'YES', 'char', 15, None
'auth_secondary', 'addrlineone', None, 'YES', 'varchar', 40, None
'auth_secondary', 'addrlinetwo', None, 'YES', 'varchar', 40, None
'auth_secondary', 'cardholdername', None, 'YES', 'varchar', 40, None
'auth_secondary', 'DestCityorAirportCode_Leg1', None, 'YES', 'char', 5, None
'auth_secondary', 'DestCityorAirportCode_Leg2', None, 'YES', 'char', 5, None
'auth_secondary', 'DestinationPostalZipCode', None, 'YES', 'char', 10, None
'auth_secondary', 'IssuerApplicationData', None, 'YES', 'char', 80, None
'auth_secondary', 'TxnFeeAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'Transactionidentifier', None, 'YES', 'char', 15, None
'auth_secondary', 'InvoiceNumber', None, 'YES', 'char', 20, None
'auth_secondary', 'SettlementIndicator', None, 'YES', 'char', 1, None
'auth_secondary', 'AccountType11', None, 'YES', 'char', 2, None
'auth_secondary', 'AccountType21', None, 'YES', 'char', 2, None
'auth_secondary', 'AccountType31', None, 'YES', 'char', 2, None
'auth_secondary', 'AccountType41', None, 'YES', 'char', 2, None
'auth_secondary', 'AccountType51', None, 'YES', 'char', 2, None
'auth_secondary', 'AccountType61', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType12', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType22', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType32', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType42', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType52', None, 'YES', 'char', 2, None
'auth_secondary', 'AmountType62', None, 'YES', 'char', 2, None
'auth_secondary', 'CurrencyCode13', None, 'YES', 'char', 3, None
'auth_secondary', 'CurrencyCode23', None, 'YES', 'char', 3, None
'auth_secondary', 'CurrencyCode33', None, 'YES', 'char', 3, None
'auth_secondary', 'CurrencyCode43', None, 'YES', 'char', 3, None
'auth_secondary', 'CurrencyCode53', None, 'YES', 'char', 3, None
'auth_secondary', 'CurrencyCode63', None, 'YES', 'char', 3, None
'auth_secondary', 'CreditDebit15', None, 'YES', 'char', 1, None
'auth_secondary', 'CreditDebit25', None, 'YES', 'char', 1, None
'auth_secondary', 'CreditDebit35', None, 'YES', 'char', 1, None
'auth_secondary', 'CreditDebit45', None, 'YES', 'char', 1, None
'auth_secondary', 'CreditDebit55', None, 'YES', 'char', 1, None
'auth_secondary', 'CreditDebit65', None, 'YES', 'char', 1, None
'auth_secondary', 'Amount16', None, 'YES', 'money', None, 19
'auth_secondary', 'Amount26', None, 'YES', 'money', None, 19
'auth_secondary', 'Amount36', None, 'YES', 'money', None, 19
'auth_secondary', 'Amount46', None, 'YES', 'money', None, 19
'auth_secondary', 'Amount56', None, 'YES', 'money', None, 19
'auth_secondary', 'Amount66', None, 'YES', 'money', None, 19
'auth_secondary', 'MerchantCityW', None, 'YES', 'varchar', 13, None
'auth_secondary', 'MerchantName', None, 'YES', 'varchar', 25, None
'auth_secondary', 'TxnFeeIndicator', None, 'YES', 'varchar', 1, None
'auth_secondary', 'SettleFeeIndicator', None, 'YES', 'varchar', 1, None
'auth_secondary', 'DbtCdtAmtIndTxnFee', None, 'YES', 'char', 1, None
'auth_secondary', 'InvalidMessageReason', None, 'YES', 'varchar', 255, None
'auth_secondary', 'deEIntegratedCircuitCardData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'NationalPOSGeographicData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'AdditionalPOSData', None, 'YES', 'varchar', 1000, None
'auth_secondary', 'NetworkSpecificInformation', None, 'YES', 'varchar', 2000, None
'auth_secondary', 'CardIssuerInstitutionIDCode', None, 'YES', 'varchar', 100, None
'auth_secondary', 'ReservedforFutureUse100', None, 'YES', 'varchar', 100, None
'auth_secondary', 'ReservedforFutureUse101', None, 'YES', 'varchar', 100, None
'auth_secondary', 'ReservedforFutureUse102', None, 'YES', 'varchar', 100, None
'auth_secondary', 'ReservedforFutureUse103', None, 'YES', 'varchar', 100, None
'auth_secondary', 'ReservedforFutureUse104', None, 'YES', 'varchar', 100, None
'auth_secondary', 'AdditionalAuthenticationData', None, 'YES', 'varchar', 100, None
'auth_secondary', 'NegativeCardFileInformation', None, 'YES', 'varchar', 100, None
'auth_secondary', 'AdditionalAccountData', None, 'YES', 'varchar', 100, None
'auth_secondary', 'EleCommerceAndMOTOInd', None, 'YES', 'varchar', 100, None
'auth_secondary', 'AmountOther', None, 'YES', 'money', None, 19
'auth_secondary', 'TxnDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'TxnType', None, 'YES', 'char', 2, None
'auth_secondary', 'TxnAmt', None, 'YES', 'money', None, 19
'auth_secondary', 'TxnCurrencyCode', None, 'YES', 'char', 4, None
'auth_secondary', 'ApplicationIntchangeProfile', None, 'YES', 'char', 4, None
'auth_secondary', 'TerminalEntryCapability', None, 'YES', 'char', 6, None
'auth_secondary', 'InterfaceDeviceSlNo', None, 'YES', 'char', 16, None
'auth_secondary', 'TransactionCode', None, 'YES', 'char', 20, None
'auth_secondary', 'TermAppVersionNo', None, 'YES', 'varchar', 16, None
'auth_secondary', 'TxnSeqCounter', None, 'YES', 'char', 8, None
'auth_secondary', 'AirlineTicketNumber', None, 'YES', 'varchar', 15, None
'auth_secondary', 'AirlinePassengerName', None, 'YES', 'varchar', 25, None
'auth_secondary', 'AirlineTravelDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'AirlineDestinationCity', None, 'YES', 'varchar', 5, None
'auth_secondary', 'AirlineOriginCity', None, 'YES', 'varchar', 5, None
'auth_secondary', 'ValidationCode', None, 'YES', 'char', 4, None
'auth_secondary', 'AuthorizationCharacteristicsIndicator', None, 'YES', 'varchar', 1, None
'auth_secondary', 'BanknetSettlementDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'BankNetReferenceNumber', None, 'YES', 'char', 9, None
'auth_secondary', 'PrestigiousPropertyIndicator', None, 'YES', 'varchar', 1, None
'auth_secondary', 'MarketSpecificDataIndicator', None, 'YES', 'char', 1, None
'auth_secondary', 'VisaMultipleClearingSequenceNumber', None, 'YES', 'char', 2, None
'auth_secondary', 'VisaMultipleClearingSequenceCount', None, 'YES', 'char', 2, None
'auth_secondary', 'RequestedPaymentServices', None, 'YES', 'char', 1, None
'auth_secondary', 'VehicleRentalAgreementNumber', None, 'YES', 'char', 9, None
'auth_secondary', 'VehicleRentalReturnCity', None, 'YES', 'char', 18, None
'auth_secondary', 'LodgingArrivalDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'LodgingFolioNumber', None, 'YES', 'char', 10, None
'auth_secondary', 'CardLevelResultsCode', None, 'YES', 'char', 2, None
'auth_secondary', 'DiscoverProcessingcode', None, 'YES', 'char', 6, None
'auth_secondary', 'DiscoverSystemTraceAuditNumber', None, 'YES', 'char', 6, None
'auth_secondary', 'DiscoverPOSEntryMode', None, 'YES', 'char', 2, None
'auth_secondary', 'DiscoverPINCapability', None, 'YES', 'char', 1, None
'auth_secondary', 'DiscoverTrackIIStatus', None, 'YES', 'char', 2, None
'auth_secondary', 'DiscoverPOSData', None, 'YES', 'char', 13, None
'auth_secondary', 'DiscoverResponseCode', None, 'YES', 'char', 2, None
'auth_secondary', 'DiscoverReferenceNumber', None, 'YES', 'varchar', 9, None
'auth_secondary', 'DiscoverMerchantTransactionID', None, 'YES', 'char', 16, None
'auth_secondary', 'DiscoverNetworkReferenceID', None, 'YES', 'char', 15, None
'auth_secondary', 'RevolutionMoneyTransactionID', None, 'YES', 'varchar', 15, None
'auth_secondary', 'MarketDataDuration', None, 'YES', 'varchar', 2, None
'auth_secondary', 'TheFinancialNetworkCode', None, 'YES', 'char', 3, None
'auth_secondary', 'TraceId', None, 'YES', 'varchar', 15, None
'auth_secondary', 'ARQCVerification', None, 'YES', 'varchar', 1, None
'auth_secondary', 'FallbackIdentification', None, 'YES', 'varchar', 1, None
'auth_secondary', 'Track2ExpirationDate', None, 'YES', 'char', 10, None
'auth_secondary', 'Track1ExpirationDate', None, 'YES', 'varchar', 10, None
'auth_secondary', 'NormalExpirationDate', None, 'YES', 'varchar', 10, None
'auth_secondary', 'MemberDefinedData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'TokenTransaction', None, 'YES', 'varchar', 3, None
'auth_secondary', 'TokenRequestorID', None, 'YES', 'varchar', 15, None
'auth_secondary', 'TokenNumber', None, 'YES', 'varbinary', 100, None
'auth_secondary', 'TokenNumber_Last4Digits', None, 'YES', 'char', 4, None
'auth_secondary', 'TokenNumber_Hash', None, 'YES', 'int', None, 10
'auth_secondary', 'Response0312', None, 'YES', 'varchar', 3, None
'auth_secondary', 'TokenWalletID', None, 'YES', 'varchar', 4, None
'auth_secondary', 'TokenDeviceID', None, 'YES', 'varchar', 50, None
'auth_secondary', 'TokenDeviceLocation', None, 'YES', 'varchar', 20, None
'auth_secondary', 'VCNProductCode', None, 'YES', 'varchar', 3, None
'auth_secondary', 'TimeZone', None, 'YES', 'varchar', 8, None
'auth_secondary', 'ChipTransacionIndicator', None, 'YES', 'char', 2, None
'auth_secondary', 'CVVResultCode', None, 'YES', 'char', 1, None
'auth_secondary', 'AgentUniqueAccountResult_WH', None, 'YES', 'varchar', 17, None
'auth_secondary', 'VerificationData', None, 'YES', 'varchar', 999, None
'auth_secondary', 'ActionDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'CreditsNumber', None, 'YES', 'char', 10, None
'auth_secondary', 'CreditsReversalNumber', None, 'YES', 'char', 10, None
'auth_secondary', 'DebitsNumber', None, 'YES', 'char', 10, None
'auth_secondary', 'DebitsReversalNumber', None, 'YES', 'char', 10, None
'auth_secondary', 'CreditsAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'CreditsReversalAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'DebitsAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'DebitsReversalAmount', None, 'YES', 'money', None, 19
'auth_secondary', 'SettlementCode', None, 'YES', 'char', 1, None
'auth_secondary', 'SettlementInstCountryCode', None, 'YES', 'char', 3, None
'auth_secondary', 'ReservedISOUse116', None, 'YES', 'varchar', 999, None
'auth_secondary', 'ReservedISOUse117', None, 'YES', 'varchar', 999, None
'auth_secondary', 'SettlementServiceData', None, 'YES', 'varchar', 256, None
'auth_secondary', 'TimeZoneDetails', None, 'YES', 'varchar', 128, None
'auth_secondary', 'TimeZoneValue', None, 'YES', 'varchar', 50, None
'auth_secondary', 'TimeZoneOlson', None, 'YES', 'varchar', 70, None
'auth_secondary', 'TimeZoneCountryName', None, 'YES', 'varchar', 70, None
'auth_secondary', 'FraudScore', None, 'YES', 'varchar', 3, None
'auth_secondary', 'LoyaltyFlag', None, 'YES', 'int', None, 10
'auth_secondary', 'AuthDecisionCode', None, 'YES', 'varchar', 10, None
'auth_secondary', 'ADCString', None, 'YES', 'varchar', 1500, None
'auth_secondary', 'NewCardNumber4Digits', None, 'YES', 'varchar', 4, None
'auth_secondary', 'NewPAN_Hash', None, 'YES', 'int', None, 10
'auth_secondary', 'OLPolicy_DollarAllowed', None, 'YES', 'money', None, 19
'auth_secondary', 'OLPolicy_DynEligRulesHit', None, 'YES', 'varchar', 10, None
'auth_secondary', 'OLPolicy_PctAllowed', None, 'YES', 'varchar', 10, None
'auth_secondary', 'OLPolicy_PositiveOTBatTran', None, 'YES', 'varchar', 10, None
'auth_secondary', 'OLPolicy_TransactionCatg', None, 'YES', 'varchar', 10, None
'auth_secondary', 'PDPolicy_DynEligRulesHit', None, 'YES', 'varchar', 10, None
'auth_secondary', 'PDPolicy_DaysAllowed', None, 'YES', 'varchar', 10, None
'auth_secondary', 'TotalOutStgAuthAmt_before', None, 'YES', 'money', None, 19
'auth_secondary', 'CurrentBalance_before', None, 'YES', 'money', None, 19
'auth_secondary', 'CountryCode', None, 'YES', 'char', 3, None
'auth_secondary', 'OnbehalfServiceData', None, 'YES', 'varchar', 50, None
'auth_secondary', 'DigitalPaymentCryptogram', None, 'YES', 'varchar', 28, None
'auth_secondary', 'EstimatedAmount', None, 'YES', 'varchar', 12, None
'auth_secondary', 'RemoteCommerceAcceptorIdentifier', None, 'YES', 'varchar', 999, None
'auth_secondary', 'ECIValue', None, 'YES', 'varchar', 4, None
'auth_secondary', 'DeviceName', None, 'YES', 'varchar', 100, None
'auth_secondary', 'OverrideStatusFlag', None, 'YES', 'varchar', 20, None
'auth_secondary', 'OLStratFileTimeStamp', None, 'YES', 'datetime', None, None
'auth_secondary', 'RetailTransactionDescription', None, 'YES', 'varchar', 256, None
'auth_secondary', 'MergeActivityFlag', None, 'YES', 'tinyint', None, 3
'auth_secondary', 'OriginalTranId', None, 'YES', 'decimal', None, 19
'auth_secondary', 'MidType', None, 'YES', 'tinyint', None, 3
'auth_secondary', 'CashSpendamount', None, 'YES', 'money', None, 19
'auth_secondary', 'RemainingCashSpendLimit', None, 'YES', 'money', None, 19
'auth_secondary', 'OverCashSpend', None, 'YES', 'tinyint', None, 3
'auth_secondary', 'ActualAuthTimeTaken', None, 'YES', 'real', None, 24
'auth_secondary', 'RowCreatedDate', None, 'YES', 'datetime', None, None
'auth_secondary', 'CorrelationID', None, 'YES', 'varchar', 14, None
'auth_secondary', 'AuthenticationMethod', None, 'YES', 'varchar', 999, None
'auth_secondary', 'PostTime_Sec', '(getdate())', 'NO', 'datetime', None, None
'CBLog', 'TranId', None, 'NO', 'decimal', None, 19
'CBLog', 'TotalOutStgAuthAmt', None, 'YES', 'money', None, 19
'CBLog', 'CurrentBalance', None, 'YES', 'money', None, 19
'CBLog', 'PSTotalOutStgAuthAmt', None, 'YES', 'money', None, 19
'CBLog', 'PSCurrentBalance', None, 'YES', 'money', None, 19
'CBLog', 'PlanTransactionAmount', None, 'YES', 'money', None, 19
'CBLog', 'PlanMaster', None, 'YES', 'varchar', 10, None
'CBLog', 'PlanAcct', None, 'YES', 'varchar', 10, None
'CBLog', 'CaCurrentBalance', None, 'YES', 'money', None, 19
'CBLog', 'LogTime', None, 'NO', 'datetime', None, None
'CBLog', 'Source', None, 'YES', 'char', 5, None
'CBLog', 'BSAcctid', None, 'YES', 'decimal', None, 19
'CBLog', 'InstallmentOutStgAmt', None, 'YES', 'money', None, 19
'CBLog', 'CreditOutStgAmt', None, 'YES', 'money', None, 19
'CBLog', 'Skey', None, 'NO', 'decimal', None, 19
'CBLog', 'PostTime', None, 'YES', 'datetime', None, None
'CBLog', 'RowCreatedDate', None, 'YES', 'datetime', None, None
'ccard_primary', 'UniqueID', None, 'YES', 'varchar', 24, None
'ccard_primary', 'GroupId', None, 'YES', 'varchar', 25, None
'ccard_primary', 'TranId', None, 'NO', 'decimal', None, 19
'ccard_primary', 'TranTime', None, 'YES', 'datetime', None, None
'ccard_primary', 'PostTime', None, 'NO', 'datetime', None, None
'ccard_primary', 'CMTTRANTYPE', None, 'YES', 'char', 8, None
'ccard_primary', 'TranRef', None, 'YES', 'decimal', None, 19
'ccard_primary', 'TxnAcctId', None, 'YES', 'int', None, 10
'ccard_primary', 'ATID', None, 'YES', 'int', None, 10
'ccard_primary', 'Reversed', None, 'YES', 'int', None, 10
'ccard_primary', 'RevTgt', None, 'YES', 'decimal', None, 19
'ccard_primary', 'TranGenBlob', None, 'YES', 'varchar', -1, None
'ccard_primary', 'StateStatus', None, 'YES', 'char', 16, None
'ccard_primary', 'StatementDate', None, 'YES', 'datetime', None, None
'ccard_primary', 'priority', None, 'YES', 'int', None, 10
'ccard_primary', 'tranorig', None, 'YES', 'decimal', None, 19
'ccard_primary', 'MessageTypeIdentifier', None, 'YES', 'char', 4, None
'ccard_primary', 'PrimaryAccountNumber', None, 'YES', 'varbinary', 100, None
'ccard_primary', 'TransactionAmount', None, 'YES', 'money', None, 19
'ccard_primary', 'TransmissionDateTime', None, 'YES', 'datetime', None, None
'ccard_primary', 'FunctionCode', None, 'YES', 'char', 3, None
'ccard_primary', 'MessageReasonCode', None, 'YES', 'char', 4, None
'ccard_primary', 'NetworkName', None, 'YES', 'char', 2, None
'ccard_primary', 'AuthStatus', None, 'YES', 'char', 5, None
'ccard_primary', 'AccountNumber', None, 'YES', 'char', 19, None
'ccard_primary', 'CPMgroup', None, 'YES', 'int', None, 10
'ccard_primary', 'creditplanmaster', None, 'YES', 'int', None, 10
'ccard_primary', 'TxnCode_Internal', None, 'YES', 'char', 8, None
'ccard_primary', 'PostingFlag', None, 'YES', 'char', 5, None
'ccard_primary', 'PostingReason', None, 'YES', 'char', 5, None
'ccard_primary', 'PostingRef', None, 'YES', 'varchar', 128, None
'ccard_primary', 'BatchAcctId', None, 'YES', 'int', None, 10
'ccard_primary', 'RejectBatchAcctId', None, 'YES', 'int', None, 10
'ccard_primary', 'ARTxnType', None, 'YES', 'char', 4, None
'ccard_primary', 'TxnSource', None, 'YES', 'char', 4, None
'ccard_primary', 'PaymentCreditFlag', None, 'YES', 'char', 4, None
'ccard_primary', 'MessageIdentifier', None, 'YES', 'varchar', 15, None
'ccard_primary', 'IResponseCode', None, 'YES', 'varchar', 100, None
'ccard_primary', 'CalcOTB', None, 'YES', 'money', None, 19
'ccard_primary', 'PrimaryCurrencyCode', None, 'YES', 'char', 25, None
'ccard_primary', 'SecondaryCurrencyCode', None, 'YES', 'char', 25, None
'ccard_primary', 'TertiaryCurrencyCode', None, 'YES', 'char', 25, None
'ccard_primary', 'MessageReversalInd', None, 'YES', 'char', 1, None
'ccard_primary', 'CentSiteProcDateOMess', None, 'YES', 'datetime', None, None
'ccard_primary', 'SettlementIndicator', None, 'YES', 'char', 1, None
'ccard_primary', 'InterchangeRateIndicator', None, 'YES', 'char', 2, None
'ccard_primary', 'ActiveFlag', None, 'YES', 'char', 1, None
'ccard_primary', 'TxnSrcAmt', None, 'YES', 'money', None, 19
'ccard_primary', 'AdditionalDataPrivateUse', None, 'YES', 'varchar', -1, None
'ccard_primary', 'TransactionDescription', None, 'YES', 'varchar', 100, None
'ccard_primary', 'Transactionidentifier', None, 'YES', 'char', 15, None
'ccard_primary', 'TransactionCurrencyCode', None, 'YES', 'char', 3, None
'ccard_primary', 'SettlementAmount', None, 'YES', 'money', None, 19
'ccard_primary', 'SpecialMerchantIdentifier', None, 'YES', 'char', 32, None
'ccard_primary', 'CardAcceptorIdCode', None, 'YES', 'varchar', 15, None
'ccard_primary', 'CardAcceptorTerminalID', None, 'YES', 'varchar', 25, None
'ccard_primary', 'CardAcceptorBusinessCode', None, 'YES', 'char', 15, None
'ccard_primary', 'CurrCodeCardHolderBilling', None, 'YES', 'char', 3, None
'ccard_primary', 'CardholderBillingAmount', None, 'YES', 'money', None, 19
'ccard_primary', 'PaymentType', None, 'YES', 'char', 5, None
'ccard_primary', 'DateTimeLocalTransaction', None, 'YES', 'datetime', None, None
'ccard_primary', 'TCR', None, 'YES', 'char', 1, None
'ccard_primary', 'SystemTraceAuditNumber', None, 'YES', 'char', 6, None
'ccard_primary', 'MerchantType', None, 'YES', 'char', 6, None
'ccard_primary', 'RetrievalReferenceNumber', None, 'YES', 'varchar', 15, None
'ccard_primary', 'MerchantCity', None, 'YES', 'varchar', 20, None
'ccard_primary', 'MerchantCountryCode', None, 'YES', 'char', 3, None
'ccard_primary', 'MerchantStProvCode', None, 'YES', 'char', 3, None
'ccard_primary', 'MerchantZIPCode', None, 'YES', 'char', 5, None
'ccard_primary', 'MerchantID', None, 'YES', 'char', 6, None
'ccard_primary', 'PaymentSource', None, 'YES', 'char', 10, None
'ccard_primary', 'ProductID', None, 'YES', 'int', None, 10
'ccard_primary', 'InstitutionID', None, 'YES', 'int', None, 10
'ccard_primary', 'MemoIndicator', None, 'YES', 'char', 5, None
'ccard_primary', 'CheckNumber', None, 'YES', 'char', 15, None
'ccard_primary', 'OutgoingStatus', None, 'YES', 'char', 1, None
'ccard_primary', 'TxnIsFor', None, 'YES', 'char', 5, None
'ccard_primary', 'ProgramRegistrationID', None, 'YES', 'char', 3, None
'ccard_primary', 'InterchangeFeeAmount', None, 'YES', 'money', None, 19
'ccard_primary', 'ReceivingICANumber', None, 'YES', 'char', 11, None
'ccard_primary', 'FleetNumber', None, 'YES', 'varchar', 16, None
'ccard_primary', 'ProgramName', None, 'YES', 'int', None, 10
'ccard_primary', 'SecProgramName', None, 'YES', 'int', None, 10
'ccard_primary', 'FleetRepricing', None, 'YES', 'int', None, 10
'ccard_primary', 'DestinationCountryCode', None, 'YES', 'char', 3, None
'ccard_primary', 'TxnStatus', None, 'YES', 'varchar', 4, None
'ccard_primary', 'CustomerId', None, 'YES', 'varchar', 25, None
'ccard_primary', 'FeesAcctID', None, 'YES', 'int', None, 10
'ccard_primary', 'FeesAcctATID', None, 'YES', 'int', None, 10
'ccard_primary', 'ApplyCurrConv', None, 'YES', 'tinyint', None, 3
'ccard_primary', 'MerchantSettlementAmt', None, 'YES', 'money', None, 19
'ccard_primary', 'MerchantSettlementCurrency', None, 'YES', 'char', 25, None
'ccard_primary', 'LoadDetailId', None, 'YES', 'int', None, 10
'ccard_primary', 'PAN_Hash', None, 'YES', 'int', None, 10
'ccard_primary', 'NetFeeAmount', None, 'YES', 'money', None, 19
'ccard_primary', 'AuthTranId', None, 'YES', 'decimal', None, 19
'ccard_primary', 'CardNumber4Digits', None, 'YES', 'char', 4, None
'ccard_primary', 'TransactionLifeCycleUniqueID', None, 'YES', 'decimal', None, 19
'ccard_primary', 'TranCodeExt', None, 'YES', 'varchar', 6, None
'ccard_primary', 'AvailableBalanceAccount', None, 'YES', 'money', None, 19
